,State,year,quarter,Starting colonies,Maximum colonies,Lost colonies,Percent lost,Added colonies,Varroa mites,Other pests,Diseases,Pesticides,Other,Unknown
73,Indiana,2020,Q2,11000,12000,920,8,4300,26.8,12.5,1.8,20.2,5.4,1.5
74,Iowa,2019,Q1,7500,11500,1600,14,170,34.8,1.7,0.6,0.3,7.7,3.5
75,Iowa,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
76,Iowa,2019,Q3,30000,33000,3400,10,2000,39.4,7.1,5.8,26.3,27.8,3.6
77,Iowa,2019,Q4,32000,32000,7500,23,1500,61.0,17.8,5.6,25.2,19.7,4.2
78,Iowa,2020,Q1,9000,21000,1600,8,1200,22.3,1.9,-,0.2,5.7,5.5
79,Iowa,2020,Q2,21000,29000,3600,12,14500,30.4,24.6,16.5,0.8,3.5,0.5
80,Kansas,2019,Q1,4500,4500,1500,33,370,86.9,7.8,2.5,12.2,21.6,4.0
81,Kansas,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
82,Kansas,2019,Q3,7500,7500,1900,25,190,67.5,33.8,21.8,23.9,1.2,0.5
83,Kansas,2019,Q4,4800,4900,650,13,190,65.8,15.0,11.9,43.4,0.4,14.4
84,Kansas,2020,Q1,4500,7000,750,11,1200,13.3,8.1,7.8,7.8,3.1,11.3
85,Kansas,2020,Q2,7500,8000,440,6,1800,68.4,34.1,24.0,32.8,28.9,14.3
86,Kentucky,2019,Q1,3700,4400,890,20,60,21.6,12.9,0.1,5.3,10.7,4.6
87,Kentucky,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
88,Kentucky,2019,Q3,8000,8500,850,10,700,29.2,17.6,0.4,5.2,7.9,8.6
89,Kentucky,2019,Q4,8500,8500,410,5,190,33.0,20.1,0.2,5.3,12.0,9.9
90,Kentucky,2020,Q1,7000,10500,1200,11,1500,17.4,2.6,2.0,0.3,7.6,6.5
91,Kentucky,2020,Q2,11000,11000,1200,11,4200,18.3,10.9,0.2,1.2,2.9,3.2
92,Louisiana,2019,Q1,49000,51000,3500,7,9000,57.8,1.3,0.1,0.3,1.0,0.7
93,Louisiana,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
94,Louisiana,2019,Q3,42000,44000,4100,9,4400,67.1,66.8,0.4,57.0,2.5,2.7
95,Louisiana,2019,Q4,41000,46000,2300,5,70,33.0,18.5,3.5,0.7,6.1,0.9
96,Louisiana,2020,Q1,44000,48000,4800,10,9000,26.5,7.0,0.7,1.2,1.4,0.6
97,Louisiana,2020,Q2,53000,53000,1800,3,2200,23.7,4.7,0.5,0.1,3.5,1.3
98,Maine,2019,Q1,7000,7000,470,7,10,2.3,0.1,-,-,1.4,0.8
99,Maine,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
100,Maine,2019,Q3,11500,12000,1100,9,460,10.1,0.7,0.1,-,0.2,0.1
101,Maine,2019,Q4,11500,11500,770,7,110,20.5,-,0.1,2.5,0.3,0.2
102,Maine,2020,Q1,1300,1700,130,8,-,19.6,1.2,0.7,-,2.2,3.0
103,Maine,2020,Q2,1600,22000,1300,6,520,12.1,0.2,6.9,-,0.5,-
104,Maryland,2019,Q1,8000,8000,2300,29,30,12.6,5.1,0.2,(Z),10.1,2.4
105,Maryland,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
106,Maryland,2019,Q3,7500,7500,790,11,720,26.7,2.7,-,0.3,5.1,1.4
107,Maryland,2019,Q4,6500,8000,1100,14,390,12.6,4.5,1.8,-,0.3,5.0
108,Maryland,2020,Q1,7000,7500,640,9,-,19.9,1.5,0.1,-,8.5,2.4
109,Maryland,2020,Q2,7000,8000,680,9,4500,12.0,1.1,0.1,1.1,3.2,0.5
110,Massachusetts,2019,Q1,3800,3800,680,18,60,10.3,-,-,4.3,6.3,0.9
111,Massachusetts,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
112,Massachusetts,2019,Q3,13500,13500,1100,8,800,13.0,2.9,0.2,(Z),0.7,7.3
113,Massachusetts,2019,Q4,5000,5000,1200,24,60,7.6,0.2,0.8,-,1.1,10.7
114,Massachusetts,2020,Q1,3800,4000,350,9,600,13.9,0.5,1.8,0.3,4.5,2.2
115,Massachusetts,2020,Q2,4300,13500,740,5,980,14.7,2.1,0.3,0.4,1.1,0.4
116,Michigan,2019,Q1,24000,33000,6500,20,-,18.2,5.8,1.5,0.2,12.2,0.7
117,Michigan,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
118,Michigan,2019,Q3,94000,99000,11000,11,3000,42.7,16.4,8.7,7.3,2.1,1.5
119,Michigan,2019,Q4,84000,84000,6500,8,820,37.0,9.7,9.2,8.3,1.1,3.8
120,Michigan,2020,Q1,60000,65000,6000,9,3800,8.1,0.5,0.2,0.2,0.4,0.7
121,Michigan,2020,Q2,64000,79000,2600,3,9500,38.0,11.5,2.2,6.0,3.2,1.1
122,Minnesota,2019,Q1,17000,43000,2200,5,80,1.3,0.2,1.9,-,2.0,0.8
123,Minnesota,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
124,Minnesota,2019,Q3,126000,129000,21000,16,5000,54.9,8.2,4.0,13.4,6.6,2.1
125,Minnesota,2019,Q4,97000,97000,15500,16,3400,37.3,7.8,1.2,6.1,1.8,4.0
126,Minnesota,2020,Q1,21000,57000,1000,2,2000,3.5,-,(Z),0.2,4.3,0.3
127,Minnesota,2020,Q2,59000,126000,6500,5,20000,20.6,2.9,0.7,8.8,4.4,0.4
128,Mississippi,2019,Q1,26000,29000,2400,8,3800,14.6,71.0,64.8,48.4,1.9,5.5
129,Mississippi,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
130,Mississippi,2019,Q3,23000,23000,2900,13,550,59.1,45.6,2.4,25.4,4.0,5.1
131,Mississippi,2019,Q4,21000,29000,3400,12,350,41.0,38.0,4.1,13.9,10.5,5.2
132,Mississippi,2020,Q1,26000,28000,5000,18,16000,58.6,50.9,0.3,1.8,14.5,3.6
133,Mississippi,2020,Q2,34000,37000,3000,8,3700,51.2,36.8,-,0.9,8.4,0.2
134,Missouri,2019,Q1,8500,8500,1100,13,80,5.4,2.3,1.9,0.5,5.4,3.2
135,Missouri,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
136,Missouri,2019,Q3,10500,10500,500,5,260,18.4,7.1,0.4,0.8,2.1,0.6
137,Missouri,2019,Q4,9000,10000,1500,15,260,19.2,5.9,0.2,0.1,1.5,0.4
138,Missouri,2020,Q1,8500,8500,2100,25,30,8.4,3.4,0.9,1.6,2.1,3.4
139,Missouri,2020,Q2,6500,6500,390,6,2900,17.4,1.5,5.7,3.1,11.2,1.9
140,Montana,2019,Q1,37000,68000,3500,5,1700,15.1,(Z),-,0.8,0.8,1.1
141,Montana,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
142,Montana,2019,Q3,147000,154000,18500,12,3600,28.0,10.0,10.6,6.1,4.1,1.0
143,Montana,2019,Q4,71000,79000,7000,9,770,15.7,1.8,(Z),0.8,2.8,0.3
144,Montana,2020,Q1,18000,48000,150,(Z),-,4.0,-,-,-,0.5,(Z)
145,Montana,2020,Q2,48000,120000,3800,3,14000,12.1,5.6,5.9,-,4.6,0.3
146,Nebraska,2019,Q1,13500,16500,2500,15,-,32.3,1.3,32.0,0.8,2.2,0.1
147,Nebraska,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
148,Nebraska,2019,Q3,40000,41000,3700,9,680,29.2,2.7,1.8,2.8,7.2,1.9
149,Nebraska,2019,Q4,37000,38000,2700,7,320,5.8,1.0,-,3.5,2.8,6.4
150,Nebraska,2020,Q1,9000,17000,670,4,70,2.2,0.1,0.1,-,0.3,0.8
151,Nebraska,2020,Q2,16500,39000,1800,5,7000,15.8,1.0,4.4,10.9,0.1,2.6
152,New Jersey,2019,Q1,6000,6000,310,5,130,15.3,4.4,-,-,3.5,0.6
153,New Jersey,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
154,New Jersey,2019,Q3,16000,16000,680,4,650,26.1,2.3,0.3,0.2,0.5,0.1
155,New Jersey,2019,Q4,15500,15500,220,1,60,2.5,0.9,-,-,1.3,0.5
156,New Jersey,2020,Q1,6500,7000,250,4,110,9.4,2.9,0.5,0.1,3.2,2.3
157,New Jersey,2020,Q2,7000,20000,760,4,1600,7.2,0.8,22.1,0.1,22.3,0.1
158,New Mexico,2019,Q1,4800,4800,170,4,-,3.5,1.1,0.6,-,1.4,0.3
159,New Mexico,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
160,New Mexico,2019,Q3,2400,5500,170,3,1000,39.5,29.1,0.9,-,0.8,-
161,New Mexico,2019,Q4,6000,6000,70,1,30,5.2,0.3,0.4,-,2.6,-
162,New Mexico,2020,Q1,6000,6000,40,1,120,2.1,-,-,-,0.7,0.2
163,New Mexico,2020,Q2,3100,6000,50,1,250,3.0,0.4,0.3,0.4,0.4,0.1
164,New York,2019,Q1,24000,24000,3400,14,110,10.6,2.5,1.7,1.7,7.7,9.0
165,New York,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
166,New York,2019,Q3,65000,69000,8500,12,3200,30.7,11.5,1.2,8.2,2.5,3.8
167,New York,2019,Q4,65000,65000,10000,15,630,33.3,24.8,3.0,8.7,3.2,4.0
168,New York,2020,Q1,29000,36000,3700,10,230,6.6,2.9,(Z),-,1.7,7.7
169,New York,2020,Q2,33000,56000,4900,9,6500,21.2,2.6,0.6,0.2,3.6,0.6
170,North Carolina,2019,Q1,10500,14500,1700,12,750,16.4,2.0,0.2,0.7,2.2,3.4
171,North Carolina,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
172,North Carolina,2019,Q3,22000,22000,2700,12,1800,26.9,11.3,19.7,4.0,9.7,5.7
173,North Carolina,2019,Q4,17500,18000,3200,18,240,44.5,21.0,4.5,2.4,15.7,11.7
174,North Carolina,2020,Q1,15000,23000,2200,10,3000,35.7,7.1,4.8,0.6,1.4,5.1
175,North Carolina,2020,Q2,24000,25000,1600,6,6000,23.0,5.5,1.9,-,1.8,1.4
176,North Dakota,2019,Q1,92000,102000,1100,1,-,6.9,-,-,6.5,0.4,1.3
177,North Dakota,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
178,North Dakota,2019,Q3,530000,530000,81000,15,15000,48.4,10.2,14.7,9.0,23.7,9.3
179,North Dakota,2019,Q4,420000,420000,27000,6,3000,43.0,7.1,1.8,3.7,2.0,1.7
180,North Dakota,2020,Q1,53000,82000,4500,5,2500,0.6,-,-,-,3.1,-
181,North Dakota,2020,Q2,67000,395000,17500,4,29000,25.7,1.7,2.6,3.0,2.9,1.5
182,Ohio,2019,Q1,10500,12500,3500,28,1700,49.3,9.9,11.1,1.1,6.7,3.1
183,Ohio,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
184,Ohio,2019,Q3,19500,19500,1600,8,2800,40.6,23.0,4.2,1.8,5.9,3.9
185,Ohio,2019,Q4,19000,19000,2700,14,800,33.2,5.6,0.4,0.6,3.3,7.6
186,Ohio,2020,Q1,15500,20000,5500,28,840,17.6,3.6,1.1,0.1,3.0,13.4
187,Ohio,2020,Q2,15500,16500,1700,10,9500,23.8,12.0,6.2,5.8,7.3,13.3
188,Oklahoma,2019,Q1,21000,55000,50,(Z),20,7.7,0.3,-,-,(Z),(Z)
189,Oklahoma,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
190,Oklahoma,2019,Q3,7500,7500,930,12,130,29.0,1.4,0.1,0.1,4.1,4.4
191,Oklahoma,2019,Q4,6500,37000,2500,7,460,1.0,0.4,-,0.4,0.4,0.1
192,Oklahoma,2020,Q1,19500,19500,700,4,5000,11.4,0.6,0.4,0.5,0.4,0.3
193,Oklahoma,2020,Q2,16000,16000,1500,9,6000,14.8,3.9,0.4,0.9,18.1,5.1
194,Oregon,2019,Q1,89000,95000,7500,8,8000,18.0,0.1,0.2,0.2,2.7,0.5
195,Oregon,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
196,Oregon,2019,Q3,83000,118000,8000,7,6000,35.4,12.8,19.8,15.1,16.6,0.4
197,Oregon,2019,Q4,115000,130000,15000,12,650,35.8,2.1,4.7,1.8,16.6,16.0
198,Oregon,2020,Q1,97000,108000,4800,4,9000,24.4,10.4,10.8,14.5,1.3,0.3
199,Oregon,2020,Q2,89000,95000,2500,3,10500,28.0,1.7,7.5,2.2,5.9,0.7
212,Pennsylvania,2019,Q1,15000,15000,2900,19,370,15.3,4.6,3.7,4.0,7.5,9.5
213,Pennsylvania,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
214,Pennsylvania,2019,Q3,19000,20000,980,5,1800,23.4,8.8,1.8,5.0,1.5,5.6
215,Pennsylvania,2019,Q4,21000,21000,3800,18,1600,33.2,4.6,1.0,3.2,2.3,2.9
216,Pennsylvania,2020,Q1,18500,24000,1000,4,1100,15.5,3.9,2.8,1.8,2.7,3.2
217,Pennsylvania,2020,Q2,24000,27000,1000,4,6000,27.3,2.7,1.4,0.3,3.4,1.3
218,South Carolina,2019,Q1,12000,13000,690,5,2000,18.5,14.5,(Z),1.7,12.4,1.0
219,South Carolina,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
220,South Carolina,2019,Q3,14500,14500,2200,15,2000,44.9,11.6,0.6,16.2,19.6,3.7
221,South Carolina,2019,Q4,12500,13500,1900,14,1400,56.7,18.4,1.7,3.5,13.1,6.3
222,South Carolina,2020,Q1,13000,16500,800,5,3500,15.5,11.5,9.6,0.3,6.4,5.4
223,South Carolina,2020,Q2,19500,20000,1700,9,2700,27.4,5.8,0.5,(Z),5.3,0.4
224,South Dakota,2019,Q1,18500,18500,1100,6,-,0.8,(Z),-,2.5,0.8,2.2
225,South Dakota,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
226,South Dakota,2019,Q3,255000,255000,51000,20,1300,10.4,3.5,0.3,14.0,4.0,1.5
227,South Dakota,2019,Q4,189000,189000,7500,4,-,12.2,6.1,3.2,5.6,11.2,1.5
228,South Dakota,2020,Q1,20000,20000,1200,6,20,14.7,0.1,-,2.1,0.3,0.3
229,South Dakota,2020,Q2,9500,205000,4600,2,8500,53.4,31.4,4.8,0.4,37.5,5.3
235,Tennessee,2019,Q1,6000,7000,1500,21,240,62.8,23.6,5.1,0.9,7.7,7.1
236,Tennessee,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
237,Tennessee,2019,Q3,14000,14000,4500,32,2200,51.4,23.3,0.2,9.1,11.5,1.5
238,Tennessee,2019,Q4,11000,11000,1300,12,20,66.6,53.5,-,33.6,7.6,9.1
239,Tennessee,2020,Q1,8000,14000,1500,11,1000,18.9,17.3,1.0,-,4.1,7.8
240,Tennessee,2020,Q2,13500,13500,1200,9,4200,31.2,7.8,0.2,6.8,3.3,3.0
241,Texas,2019,Q1,260000,330000,17000,5,61000,26.1,6.5,5.3,8.3,6.9,3.0
242,Texas,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
243,Texas,2019,Q3,126000,133000,11000,8,6500,21.9,18.3,4.4,11.5,7.2,2.1
244,Texas,2019,Q4,129000,240000,17500,7,8000,23.1,14.0,4.6,4.9,5.8,1.4
245,Texas,2020,Q1,235000,340000,35000,10,83000,12.2,6.8,1.3,3.4,5.2,4.6
246,Texas,2020,Q2,360000,385000,25000,6,75000,30.2,7.7,3.3,4.6,5.7,5.8
253,Utah,2019,Q1,8500,11000,1800,16,900,22.9,-,0.1,-,0.3,8.8
254,Utah,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
255,Utah,2019,Q3,24000,29000,2800,10,3500,29.4,4.9,5.5,0.2,0.6,4.6
256,Utah,2019,Q4,30000,32000,4400,14,970,22.1,2.0,2.0,10.3,0.2,0.3
257,Utah,2020,Q1,12000,17000,400,2,4200,38.9,17.2,17.1,2.3,15.7,22.4
258,Utah,2020,Q2,21000,31000,2700,9,7000,38.4,-,0.3,13.1,0.1,7.7
259,Vermont,2019,Q1,6500,6500,260,4,50,6.2,0.1,2.4,-,0.2,1.2
260,Vermont,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
261,Vermont,2019,Q3,7000,7000,120,2,80,22.2,4.3,0.7,-,0.5,0.1
262,Vermont,2019,Q4,7000,7000,190,3,100,21.0,1.3,0.6,0.8,0.6,0.9
263,Vermont,2020,Q1,6500,7500,520,7,-,9.1,0.8,0.6,0.9,2.0,3.1
264,Vermont,2020,Q2,7000,7000,260,4,700,10.7,0.5,0.1,-,1.1,-
265,Virginia,2019,Q1,5500,5500,1100,20,80,16.6,12.8,0.8,0.3,3.9,9.3
266,Virginia,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
267,Virginia,2019,Q3,9000,9000,570,6,350,37.9,18.3,0.9,1.3,2.7,3.1
268,Virginia,2019,Q4,8000,8000,1200,15,10,37.7,18.6,0.4,-,5.3,6.0
269,Virginia,2020,Q1,6000,7000,1100,16,1600,17.5,10.6,0.3,0.3,3.8,3.5
270,Virginia,2020,Q2,7500,8000,1200,15,4800,33.7,7.9,0.3,0.4,7.9,1.1
271,Washington,2019,Q1,51000,75000,7000,9,5500,22.3,0.8,0.6,0.3,0.8,0.2
272,Washington,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
273,Washington,2019,Q3,85000,97000,21000,22,12000,47.3,0.9,2.5,4.6,9.4,0.3
274,Washington,2019,Q4,89000,93000,12500,13,810,40.3,2.3,0.6,19.6,2.9,3.2
275,Washington,2020,Q1,49000,74000,1500,2,580,1.7,0.1,0.1,0.5,0.2,0.3
276,Washington,2020,Q2,50000,114000,3100,3,5000,10.6,(Z),0.7,1.0,1.3,0.4
277,West Virginia,2019,Q1,5000,7000,1300,19,20,10.3,3.2,1.1,0.2,5.0,1.3
278,West Virginia,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
279,West Virginia,2019,Q3,10000,10000,1100,11,200,33.7,10.7,0.7,2.7,6.9,0.3
280,West Virginia,2019,Q4,7500,8000,1500,19,30,65.8,10.7,1.1,0.4,6.1,2.2
281,West Virginia,2020,Q1,6000,8000,1100,14,450,17.3,7.0,1.3,0.6,2.6,0.3
282,West Virginia,2020,Q2,7500,7500,570,8,1600,46.2,1.8,0.7,0.5,2.8,1.9
283,Wisconsin,2019,Q1,16500,17000,3700,22,580,15.9,3.2,0.7,1.1,13.8,5.0
284,Wisconsin,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
285,Wisconsin,2019,Q3,63000,63000,6500,10,2400,46.4,20.5,13.9,18.1,6.5,3.9
286,Wisconsin,2019,Q4,46000,46000,8500,18,1800,40.0,22.1,14.8,14.1,22.0,7.3
287,Wisconsin,2020,Q1,16000,26000,1500,6,2000,9.0,1.9,0.4,(Z),2.7,3.1
288,Wisconsin,2020,Q2,27000,53000,1700,3,11500,46.1,27.3,25.0,25.1,25.8,26.1
289,Wyoming,2019,Q1,6500,9500,250,3,-,0.7,-,0.1,-,0.5,2.3
290,Wyoming,2019,Q2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
291,Wyoming,2019,Q3,24000,27000,3000,11,2500,45.7,0.4,3.3,2.2,6.3,2.5
292,Wyoming,2019,Q4,27000,28000,3300,12,100,27.6,12.3,3.2,-,4.3,13.2
293,Wyoming,2020,Q1,4000,17000,140,1,450,0.2,0.1,0.1,-,0.8,1.7
294,Wyoming,2020,Q2,17500,24000,1600,7,2300,28.8,(Z),0.1,1.1,3.5,1.2
2,Alabama,2020,Q1,5500,7000,410,6,1900,12.4,3.4,-,0.1,1.7,4.3
3,Alabama,2020,Q2,8500,8500,4100,48,4700,28.5,18.0,1.6,7.7,7.9,9.5
4,Alabama,2020,Q3,9000,19000,3700,19,1800,64.9,29.1,-,12.0,5.4,11.7
5,Alabama,2020,Q4,17000,17000,1100,6,750,50.8,43.2,15.4,2.0,2.3,16.9
6,Alabama,2021,Q1,10000,10000,1200,12,670,52.2,30.3,-,(Z),3.1,4.0
7,Alabama,2021,Q2,9500,9500,2700,28,2800,55.2,45.0,0.5,2.1,5.8,26.0
8,Arizona,2020,Q1,29000,31000,8500,27,3000,31.7,(Z),(Z),-,10.1,9.0
9,Arizona,2020,Q2,26000,26000,1300,5,14500,22.1,-,(Z),4.2,5.5,0.6
10,Arizona,2020,Q3,28000,30000,8000,27,2600,24.1,(Z),1.9,1.7,9.3,12.2
11,Arizona,2020,Q4,25000,27000,4000,15,5500,22.5,(Z),(Z),4.5,2.3,18.3
12,Arizona,2021,Q1,29000,29000,7000,24,3500,4.6,5.9,5.9,-,0.5,4.2
13,Arizona,2021,Q2,26000,26000,4200,16,8500,6.4,(Z),3.6,1.2,7.1,6.9
14,Arkansas,2020,Q1,16500,16500,1600,10,1800,31.7,22.7,(Z),2.6,(Z),11.2
15,Arkansas,2020,Q2,17000,17000,1800,11,4900,40.5,15.3,5.1,24.6,2.1,12.4
16,Arkansas,2020,Q3,19000,22000,1700,8,1500,33.9,15.6,3.9,13.9,1.3,8.6
17,Arkansas,2020,Q4,22000,23000,2100,9,380,43.1,12.9,1.7,12.8,5.9,5.7
18,Arkansas,2021,Q1,21000,21000,2200,10,790,28.5,19.6,(Z),14.2,3.8,2.6
19,Arkansas,2021,Q2,12000,12000,1600,13,9000,44.0,23.0,5.9,2.9,2.1,3.7
20,California,2020,Q1,1350000,1710000,230000,13,240000,22.4,6.0,5.0,5.3,5.3,4.2
21,California,2020,Q2,1200000,1200000,100000,8,175000,33.6,4.8,3.9,5.5,7.6,3.1
22,California,2020,Q3,640000,700000,69000,10,61000,33.9,11.4,7.3,6.3,8.1,3.6
23,California,2020,Q4,700000,1400000,164000,12,120000,45.5,11.1,7.1,4.8,4.2,4.0
24,California,2021,Q1,1240000,1550000,193000,12,76000,29.9,5.7,1.7,7.2,6.2,3.4
25,California,2021,Q2,1050000,1060000,64000,6,200000,42.4,11.5,7.7,16.1,11.6,3.8
26,Colorado,2020,Q1,4500,13000,670,5,4000,20.8,-,(Z),(Z),10.8,2.4
27,Colorado,2020,Q2,16500,27000,2100,8,7000,35.4,(Z),(Z),-,0.5,2.5
28,Colorado,2020,Q3,29000,29000,7000,24,3800,23.1,1.1,(Z),-,6.3,19.8
29,Colorado,2020,Q4,19000,19000,5000,26,930,14.9,-,(Z),-,0.9,1.5
30,Colorado,2021,Q1,3000,16500,640,4,850,2.1,-,-,-,1.1,7.8
31,Colorado,2021,Q2,17000,22000,5500,25,4800,47.6,(Z),-,(Z),(Z),3.3
32,Connecticut,2020,Q1,3700,3800,330,9,360,11.2,2.9,(Z),-,2.8,3.0
33,Connecticut,2020,Q2,3900,4300,30,1,1200,14.8,2.1,-,-,0.1,0.6
34,Connecticut,2020,Q3,4700,4700,300,6,130,20.2,1.4,-,-,4.0,-
35,Connecticut,2020,Q4,4300,4600,500,11,20,49.4,0.9,0.1,-,4.3,8.2
36,Connecticut,2021,Q1,4200,4200,780,19,350,17.8,3.5,-,0.5,1.6,1.0
37,Connecticut,2021,Q2,3800,4000,60,2,960,16.0,0.7,0.1,(Z),1.2,-
38,Florida,2020,Q1,295000,305000,30000,10,41000,28.0,14.2,5.5,5.3,8.7,10.9
39,Florida,2020,Q2,310000,310000,40000,13,25000,33.1,16.0,3.4,5.8,5.9,7.9
40,Florida,2020,Q3,220000,230000,29000,13,36000,42.2,19.9,12.8,14.8,7.9,10.9
41,Florida,2020,Q4,240000,290000,29000,10,50000,45.7,21.7,10.4,19.6,2.3,7.5
42,Florida,2021,Q1,300000,305000,31000,10,42000,34.7,11.9,5.6,6.6,6.3,3.4
43,Florida,2021,Q2,300000,300000,33000,11,52000,43.3,22.8,4.3,10.2,6.3,7.7
44,Georgia,2020,Q1,115000,119000,14500,12,41000,50.9,3.4,(Z),(Z),(Z),7.5
45,Georgia,2020,Q2,145000,147000,10000,7,18500,47.9,19.6,6.9,2.9,7.9,13.4
46,Georgia,2020,Q3,150000,163000,23000,14,22000,49.6,22.5,3.5,3.4,5.3,13.0
47,Georgia,2020,Q4,165000,174000,30000,17,11000,35.5,12.9,1.8,7.5,1.9,6.7
48,Georgia,2021,Q1,120000,120000,20000,17,34000,47.9,14.4,8.9,1.5,4.1,4.6
49,Georgia,2021,Q2,135000,136000,20000,15,25000,44.5,13.7,5.2,2.8,5.2,5.8
50,Hawaii,2020,Q1,16000,16000,1800,11,1300,75.3,60.8,(Z),-,(Z),(Z)
51,Hawaii,2020,Q2,15500,15500,-,-,3000,43.1,41.1,1.0,-,1.1,-
52,Hawaii,2020,Q3,18500,18500,500,3,4000,62.7,63.5,(Z),(Z),0.5,(Z)
53,Hawaii,2020,Q4,22000,22000,2700,12,200,57.2,65.2,(Z),-,2.9,-
54,Hawaii,2021,Q1,19500,19500,900,5,2400,49.0,52.2,-,-,4.7,-
55,Hawaii,2021,Q2,21000,21000,630,3,460,93.3,65.3,-,(Z),(Z),(Z)
56,Idaho,2020,Q1,156000,168000,18500,11,4400,10.4,0.8,(Z),2.8,2.1,1.9
57,Idaho,2020,Q2,48000,81000,18000,22,22000,44.2,10.9,11.1,8.6,6.9,5.8
58,Idaho,2020,Q3,70000,85000,11000,13,18500,45.0,2.6,6.7,10.9,9.0,3.8
59,Idaho,2020,Q4,94000,180000,19000,11,8000,52.1,8.9,4.3,4.8,4.8,5.4
60,Idaho,2021,Q1,168000,171000,15000,9,9000,33.3,10.7,-,9.5,1.8,1.7
61,Idaho,2021,Q2,86000,120000,19500,16,40000,31.9,1.9,5.4,9.9,2.0,6.2
62,Illinois,2020,Q1,11500,11500,2400,21,2900,17.2,8.9,(Z),-,7.3,10.0
63,Illinois,2020,Q2,12000,12000,1500,13,4200,23.5,8.2,1.0,8.3,11.9,4.0
64,Illinois,2020,Q3,14000,14000,1400,10,770,28.1,15.6,1.8,4.9,6.6,8.4
65,Illinois,2020,Q4,13000,13000,1700,13,330,26.4,9.8,1.1,2.9,2.7,6.9
66,Illinois,2021,Q1,9500,12500,3000,24,3300,28.8,12.9,1.6,1.3,17.9,9.4
67,Illinois,2021,Q2,13000,13000,1100,8,3700,22.7,3.1,1.1,2.5,2.8,5.2
68,Indiana,2020,Q1,11000,11000,1600,15,1500,8.2,0.5,(Z),2.9,1.9,6.2
69,Indiana,2020,Q2,11000,12000,920,8,4500,26.8,12.5,1.8,20.2,5.4,1.5
70,Indiana,2020,Q3,15000,15000,1600,11,1200,41.4,12.0,1.7,24.5,0.7,1.3
